date,amount,account_code,account_name,vendor,description,journal_ref
2024-05-02,2850.44,6010,Program Services,Cyberdyne Systems,Supplies purchase,JE-00342
2024-09-15,24000.0,7010,Bank Fees,Vista Trading Co #6294,,JE-00543
2024-12-24,2854.25,4010,Donations & Contributions,Acme Supplies,Equipment rental,JE-00320
2024-06-20,796.52,7010,Bank Fees,Acme Supplies,Consulting fee,JE-00244
2024-04-11,1982.94,6080,Travel,Initech LLC,Equipment rental,JE-00163
2024-05-03,3728.94,6040,Salaries & Wages,Umbrella Co,Subscription renewal,JE-00129
2024-05-04,731.83,7010,Bank Fees,Umbrella Co,Monthly invoice,JE-00518
2024-06-19,4939.8,6020,Management & General,Acme Supplies,Supplies purchase,JE-00397
2024-12-23,2821.95,4010,Donations & Contributions,Hooli Inc,Equipment rental,JE-00010
2024-09-16,5754.64,4030,Program Service Fees,Cyberdyne Systems,Vendor payment,JE-00301
2024-10-17,2570.9,6010,Program Services,Soylent Foods,Consulting fee,JE-00461
2024-06-17,1881.67,6010,Program Services,Massive Dynamic,Vendor payment,JE-00044
2024-07-17,2010.2,6080,Travel,Initech LLC,Reimbursement,JE-00379
2024-11-19,3629.76,4010,Donations & Contributions,Globex Corp,,JE-00526
2024-05-20,3610.43,4020,Grant Revenue,Cyberdyne Systems,Vendor payment,JE-00081
2024-10-31,3600.0,7010,Bank Fees,Cyberdyne Systems,Maintenance work,JE-00532
2024-12-27,2266.32,6010,Program Services,Soylent Foods,Maintenance work,JE-00423
2024-11-25,2343.81,4010,Donations & Contributions,Globex Corp,Service charge,JE-00502
2024-02-19,3853.4,6070,Professional Fees,Hooli Inc,Service charge,JE-00359
2024-11-02,9600.0,6010,Program Services,Northwind Co #8849,,JE-00549
2024-08-17,4800.0,6060,Office Supplies,Redrock LLC #3300,,JE-00540
2024-04-26,2880.29,6050,Occupancy,Hooli Inc,Consulting fee,JE-00104
2024-07-25,3012.98,6050,Occupancy,Tyrell Corp,Service charge,JE-00095
2024-09-03,6773.22,4030,Program Service Fees,Stark Industries,Reimbursement,JE-00374
2024-07-01,2162.92,6080,Travel,Globex Corp,Monthly invoice,JE-00458
2024-11-14,2255.71,6080,Travel,Massive Dynamic,Vendor payment,JE-00387
2024-02-19,1964.1,6080,Travel,Vandelay Imports,Reimbursement,JE-00165
2024-03-13,3581.56,6050,Occupancy,Massive Dynamic,Service charge,JE-00373
2024-06-04,3253.49,4010,Donations & Contributions,Soylent Foods,Reimbursement,JE-00017
2024-08-19,4604.46,4030,Program Service Fees,Umbrella Co,Consulting fee,JE-00354
2024-01-25,2550.47,4010,Donations & Contributions,Quantum Ventures #4600,Subscription renewal,JE-00534
2024-10-14,771.94,7010,Bank Fees,Vandelay Imports,Contract milestone,JE-00034
2024-02-28,5218.32,4020,Grant Revenue,Cyberdyne Systems,Reimbursement,JE-00227
2024-05-20,5069.03,6040,Salaries & Wages,Cyberdyne Systems,Consulting fee,JE-00025
2024-08-12,1329.57,6060,Office Supplies,Wayne Enterprises,Vendor payment,JE-00186
2024-04-01,3054.42,6050,Occupancy,Wayne Enterprises,Subscription renewal,JE-00093
2024-05-14,3336.15,6070,Professional Fees,Soylent Foods,Supplies purchase,JE-00083
2024-06-03,1190.54,7010,Bank Fees,Initech LLC,Supplies purchase,JE-00209
2024-11-05,1714.43,6060,Office Supplies,Acme Supplies,Subscription renewal,JE-00333
2024-11-14,2415.5,6030,Fundraising,Tyrell Corp,Equipment rental,JE-00226
2024-11-18,2111.66,4010,Donations & Contributions,Soylent Foods,Maintenance work,JE-00218
2024-04-09,3518.53,4020,Grant Revenue,Massive Dynamic,Subscription renewal,JE-00444
2024-12-11,8865.71,6060,Office Supplies,Wayne Enterprises,Reimbursement,JE-00509
2024-07-24,1132.72,7010,Bank Fees,Acme Supplies,Subscription renewal,JE-00348
2024-07-16,2813.69,6020,Management & General,Cyberdyne Systems,Maintenance work,JE-00015
2024-08-29,4681.57,4020,Grant Revenue,Tyrell Corp,Maintenance work,JE-00162
2024-04-17,3552.09,4010,Donations & Contributions,Stark Industries,Contract milestone,JE-00128
2024-09-02,6789.54,4030,Program Service Fees,Vandelay Imports,Monthly invoice,JE-00011
2024-02-02,3998.45,6040,Salaries & Wages,Cyberdyne Systems,Monthly invoice,JE-00117
2024-09-16,3596.52,4020,Grant Revenue,Hooli Inc,Maintenance work,JE-00029
2024-03-18,3848.33,6070,Professional Fees,Stark Industries,Monthly invoice,JE-00431
2024-01-30,4152.33,6020,Management & General,Stark Industries,Contract milestone,JE-00339
2024-03-21,900.56,7010,Bank Fees,Globex Corp,Reimbursement,JE-00440
2024-09-22,4800.0,6010,Program Services,Cedar & Co #4062,,JE-00546
2024-05-08,1823.6,6060,Office Supplies,Umbrella Co,Maintenance work,JE-00378
2024-02-21,2979.74,6070,Professional Fees,Umbrella Co,Reimbursement,JE-00332
2024-02-15,3540.65,6070,Professional Fees,Massive Dynamic,Monthly invoice,JE-00119
2024-03-18,1086.64,7010,Bank Fees,Wayne Enterprises,Service charge,JE-00023
2024-01-17,4359.16,6050,Occupancy,Acme Supplies,Supplies purchase,JE-00092
2024-03-06,2416.03,4010,Donations & Contributions,Stark Industries,Supplies purchase,JE-00109
2024-07-02,5236.24,4020,Grant Revenue,Umbrella Co,Subscription renewal,JE-00363
2024-08-28,1095.58,7010,Bank Fees,Globex Corp,Contract milestone,JE-00343
2024-12-27,2387.12,6080,Travel,Massive Dynamic,Service charge,JE-00312
2024-04-12,1446.78,6020,Management & General,Wayne Enterprises,Contract milestone,JE-00217
2024-01-19,2917.96,6030,Fundraising,Cyberdyne Systems,Equipment rental,JE-00394
2024-08-08,1050.28,7010,Bank Fees,Soylent Foods,Maintenance work,JE-00414
2024-12-23,2157.47,6010,Program Services,Vandelay Imports,Supplies purchase,JE-00072
2024-01-29,5189.84,4030,Program Service Fees,Acme Supplies,Vendor payment,JE-00225
2024-08-16,2087.7,6080,Travel,Tyrell Corp,Contract milestone,JE-00493
2024-07-29,1070.6,7010,Bank Fees,Stark Industries,Contract milestone,JE-00407
2024-07-05,3587.07,4010,Donations & Contributions,Hooli Inc,Subscription renewal,JE-00105
2024-06-21,2567.08,6020,Management & General,Soylent Foods,Contract milestone,JE-00160
2024-02-27,3870.65,4020,Grant Revenue,Tyrell Corp,Equipment rental,JE-00118
2024-07-02,4404.64,6040,Salaries & Wages,Stark Industries,Maintenance work,JE-00279
2024-06-04,1201.07,6010,Program Services,Wayne Enterprises,Subscription renewal,JE-00264
2024-10-01,3180.77,6050,Occupancy,Umbrella Co,Reimbursement,JE-00421
2024-11-07,1341.88,6060,Office Supplies,Vandelay Imports,Service charge,JE-00381
2024-02-26,714.56,7010,Bank Fees,Globex Corp,Monthly invoice,JE-00405
2024-06-26,3233.0,6030,Fundraising,Tyrell Corp,Maintenance work,JE-00181
2024-03-07,2423.47,4010,Donations & Contributions,Initech LLC,Vendor payment,JE-00121
2024-09-13,3927.33,6020,Management & General,Acme Supplies,Equipment rental,JE-00266
2024-07-15,7641.98,4030,Program Service Fees,Wayne Enterprises,Vendor payment,JE-00007
2024-03-25,3176.59,6040,Salaries & Wages,Vandelay Imports,Supplies purchase,JE-00041
2024-02-22,21142.86,4020,Grant Revenue,Wayne Enterprises,Consulting fee,JE-00512
2024-03-05,1682.01,6010,Program Services,Massive Dynamic,Vendor payment,JE-00147
2024-03-12,3984.08,6070,Professional Fees,Acme Supplies,Service charge,JE-00347
2024-10-25,1041.35,4010,Donations & Contributions,Acme Supplies,Equipment rental,JE-00046
2024-08-09,1907.56,6010,Program Services,Massive Dynamic,Vendor payment,JE-00188
2024-12-31,9600.0,6070,Professional Fees,Maple Holdings #2331,,JE-00535
2024-07-08,2102.64,6060,Office Supplies,Vandelay Imports,Contract milestone,JE-00116
2024-05-22,1804.16,6010,Program Services,Umbrella Co,Consulting fee,JE-00249
2024-01-09,1860.2,6060,Office Supplies,Stark Industries,Contract milestone,JE-00134
2024-02-29,2436.35,6030,Fundraising,Stark Industries,Service charge,JE-00322
2024-10-17,2434.8,6030,Fundraising,Tyrell Corp,Maintenance work,JE-00330
2024-07-15,2660.64,6030,Fundraising,Acme Supplies,Equipment rental,JE-00019
2024-10-23,4821.52,4030,Program Service Fees,Globex Corp,Service charge,JE-00476
2024-10-04,5416.65,6020,Management & General,Wayne Enterprises,Supplies purchase,JE-00228
2024-11-01,1454.62,4010,Donations & Contributions,Massive Dynamic,Service charge,JE-00269
2024-09-19,3782.18,6050,Occupancy,Soylent Foods,Supplies purchase,JE-00193
2024-11-15,1183.19,7010,Bank Fees,Vandelay Imports,Equipment rental,JE-00469
2024-04-25,2583.88,6080,Travel,Vandelay Imports,Reimbursement,JE-00248
2024-11-28,1992.69,6050,Occupancy,Cyberdyne Systems,Service charge,JE-00481
2024-05-13,2658.6,4010,Donations & Contributions,Massive Dynamic,Supplies purchase,JE-00189
2024-12-25,6077.35,4030,Program Service Fees,Cyberdyne Systems,Equipment rental,JE-00499
2024-10-15,4763.23,6020,Management & General,Soylent Foods,Supplies purchase,JE-00231
2024-11-26,1603.01,6010,Program Services,Globex Corp,Monthly invoice,JE-00136
2024-06-24,1223.6,7010,Bank Fees,Stark Industries,Service charge,JE-00172
2024-11-15,2229.81,6070,Professional Fees,Initech LLC,Service charge,JE-00433
2024-12-03,2616.76,6080,Travel,Hooli Inc,Equipment rental,JE-00238
2024-05-08,2781.85,6020,Management & General,Umbrella Co,Contract milestone,JE-00131
2024-08-29,5311.84,4030,Program Service Fees,Tyrell Corp,Contract milestone,JE-00130
2024-03-13,1447.56,6070,Professional Fees,Cyberdyne Systems,Consulting fee,JE-00290
2024-08-07,2178.66,4020,Grant Revenue,Wayne Enterprises,Contract milestone,JE-00336
2024-03-21,9135.79,4030,Program Service Fees,Wayne Enterprises,Reimbursement,JE-00355
2024-01-15,1921.18,6060,Office Supplies,Tyrell Corp,Consulting fee,JE-00234
2024-09-12,4093.14,6070,Professional Fees,Vandelay Imports,Service charge,JE-00390
2024-10-01,2586.54,6010,Program Services,Globex Corp,Monthly invoice,JE-00110
2024-05-27,911.41,7010,Bank Fees,Umbrella Co,Supplies purchase,JE-00079
2024-05-30,3770.41,4010,Donations & Contributions,Globex Corp,Supplies purchase,JE-00456
2024-11-08,5029.77,4030,Program Service Fees,Tyrell Corp,Monthly invoice,JE-00101
2024-08-22,2030.52,6030,Fundraising,Tyrell Corp,Supplies purchase,JE-00003
2024-07-17,5049.57,6040,Salaries & Wages,Stark Industries,Reimbursement,JE-00443
2024-11-14,3015.26,6030,Fundraising,Initech LLC,Contract milestone,JE-00142
2024-11-12,3394.85,6020,Management & General,Wayne Enterprises,Reimbursement,JE-00376
2024-05-06,3522.36,6040,Salaries & Wages,Umbrella Co,Contract milestone,JE-00112
2024-11-20,4800.78,6070,Professional Fees,Globex Corp,Monthly invoice,JE-00140
2024-11-06,5441.97,4030,Program Service Fees,Vandelay Imports,Monthly invoice,JE-00370
2024-12-31,1173.61,6060,Office Supplies,Acme Supplies,Equipment rental,JE-00273
2024-04-25,3277.14,4010,Donations & Contributions,Tyrell Corp,Monthly invoice,JE-00495
2024-09-03,3616.1,6020,Management & General,Cyberdyne Systems,Equipment rental,JE-00040
2024-07-30,3009.75,4020,Grant Revenue,Acme Supplies,Consulting fee,JE-00441
2024-01-25,4126.4,6070,Professional Fees,Massive Dynamic,Subscription renewal,JE-00308
2024-10-29,3079.83,6020,Management & General,Tyrell Corp,Vendor payment,JE-00064
2024-01-02,1838.53,6060,Office Supplies,Tyrell Corp,Vendor payment,JE-00278
2024-04-22,1336.32,6020,Management & General,Umbrella Co,Service charge,JE-00223
2024-06-04,2468.29,6010,Program Services,Umbrella Co,Reimbursement,JE-00031
2024-02-09,2936.14,6030,Fundraising,Tyrell Corp,Service charge,JE-00262
2024-11-07,3392.36,4020,Grant Revenue,Stark Industries,Consulting fee,JE-00371
2024-02-05,898.45,7010,Bank Fees,Globex Corp,Monthly invoice,JE-00219
2024-08-30,621.88,7010,Bank Fees,Stark Industries,Subscription renewal,JE-00004
2024-06-18,2540.53,4010,Donations & Contributions,Initech LLC,Supplies purchase,JE-00169
2024-02-09,874.43,7010,Bank Fees,Cyberdyne Systems,Equipment rental,JE-00428
2024-08-05,3830.06,4010,Donations & Contributions,Acme Supplies,Subscription renewal,JE-00038
2024-11-13,2322.75,4010,Donations & Contributions,Hooli Inc,Monthly invoice,JE-00042
2024-01-16,5062.88,6020,Management & General,Massive Dynamic,Reimbursement,JE-00246
2024-09-12,4687.29,6070,Professional Fees,Hooli Inc,Consulting fee,JE-00457
2024-05-17,4017.13,4020,Grant Revenue,Vandelay Imports,Reimbursement,JE-00133
2024-01-29,1088.81,7010,Bank Fees,Stark Industries,Maintenance work,JE-00075
2024-12-10,1565.83,6010,Program Services,Wayne Enterprises,Reimbursement,JE-00052
2024-07-08,788.57,7010,Bank Fees,Soylent Foods,Reimbursement,JE-00445
2024-05-16,3067.99,6030,Fundraising,Stark Industries,Supplies purchase,JE-00285
2024-06-14,4476.83,6050,Occupancy,Vandelay Imports,Monthly invoice,JE-00049
2024-07-29,2207.46,4010,Donations & Contributions,Wayne Enterprises,Maintenance work,JE-00061
2024-03-14,2327.68,6030,Fundraising,Cyberdyne Systems,Subscription renewal,JE-00106
2024-05-29,5865.19,6040,Salaries & Wages,Globex Corp,Equipment rental,JE-00337
2024-08-26,2500.23,6030,Fundraising,Initech LLC,Consulting fee,JE-00033
2024-09-11,1216.14,7010,Bank Fees,Stark Industries,Supplies purchase,JE-00300
2024-02-23,4117.37,4030,Program Service Fees,Soylent Foods,Service charge,JE-00020
2024-05-10,3749.95,4030,Program Service Fees,Umbrella Co,Supplies purchase,JE-00353
2024-02-27,3496.05,6050,Occupancy,Acme Supplies,Equipment rental,JE-00220
2024-12-09,1531.49,6060,Office Supplies,Umbrella Co,Reimbursement,JE-00203
2024-11-21,1771.22,6060,Office Supplies,Initech LLC,Consulting fee,JE-00486
2024-03-15,2621.22,4010,Donations & Contributions,Wayne Enterprises,Maintenance work,JE-00316
2024-07-03,1434.14,6060,Office Supplies,Soylent Foods,Reimbursement,JE-00047
2024-09-30,2981.08,6050,Occupancy,Soylent Foods,Subscription renewal,JE-00198
2024-02-05,4288.62,6030,Fundraising,Stark Industries,Supplies purchase,JE-00256
2024-04-09,4660.1,4030,Program Service Fees,Hooli Inc,Vendor payment,JE-00108
2024-05-22,2598.55,4010,Donations & Contributions,Globex Corp,Service charge,JE-00252
2024-11-27,1805.56,6080,Travel,Globex Corp,Service charge,JE-00114
2024-11-09,4800.0,6080,Travel,Brightway Group #1422,,JE-00548
2024-05-20,4547.24,6050,Occupancy,Acme Supplies,Monthly invoice,JE-00087
2024-07-09,2007.14,6070,Professional Fees,Globex Corp,Supplies purchase,JE-00125
2024-04-16,925.37,7010,Bank Fees,Wayne Enterprises,Reimbursement,JE-00474
2024-11-05,4874.65,6020,Management & General,Umbrella Co,Maintenance work,JE-00488
2024-10-28,1679.29,6080,Travel,Hooli Inc,Vendor payment,JE-00239
2024-02-29,3899.96,6040,Salaries & Wages,Soylent Foods,Maintenance work,JE-00496
2024-05-09,3558.7,4010,Donations & Contributions,Acme Supplies,Equipment rental,JE-00315
2024-06-18,3104.48,6050,Occupancy,Cyberdyne Systems,Subscription renewal,JE-00024
2024-01-15,5150.76,6020,Management & General,Initech LLC,Vendor payment,JE-00014
2024-03-20,1431.7,6060,Office Supplies,Initech LLC,,JE-00525
2024-01-04,4028.72,6070,Professional Fees,Globex Corp,Subscription renewal,JE-00257
2024-06-20,2690.54,6030,Fundraising,Massive Dynamic,Maintenance work,JE-00329
2024-09-02,1434.59,6010,Program Services,Tyrell Corp,Reimbursement,JE-00171
2024-12-26,2533.45,6030,Fundraising,Tyrell Corp,Contract milestone,JE-00470
2024-01-23,1265.85,7010,Bank Fees,Cyberdyne Systems,Equipment rental,JE-00380
2024-04-26,2591.16,6030,Fundraising,Wayne Enterprises,Consulting fee,JE-00413
2024-07-22,1808.43,6010,Program Services,Massive Dynamic,Consulting fee,JE-00180
2024-09-17,1683.26,4030,Program Service Fees,Umbrella Co,Maintenance work,JE-00429
2024-10-24,1899.53,6080,Travel,Vandelay Imports,Subscription renewal,JE-00089
2024-04-26,3763.11,4030,Program Service Fees,Hooli Inc,Subscription renewal,JE-00309
2024-05-16,4469.78,4030,Program Service Fees,Wayne Enterprises,Vendor payment,JE-00207
2024-12-05,5788.3,6040,Salaries & Wages,Hooli Inc,Contract milestone,JE-00400
2024-12-16,3134.32,6020,Management & General,Cyberdyne Systems,Contract milestone,JE-00460
2024-12-03,1572.59,6010,Program Services,Tyrell Corp,Subscription renewal,JE-00098
2024-03-29,1480.18,6080,Travel,Globex Corp,Contract milestone,JE-00037
2024-07-30,4331.16,6070,Professional Fees,Stark Industries,Maintenance work,JE-00191
2024-04-12,4869.96,6020,Management & General,Stark Industries,Consulting fee,JE-00204
2024-02-12,1338.97,7010,Bank Fees,Massive Dynamic,Service charge,JE-00056
2024-05-30,2708.1,6030,Fundraising,Soylent Foods,Service charge,JE-00475
2024-06-13,2280.62,6050,Occupancy,Stark Industries,Consulting fee,JE-00054
2024-01-31,3418.17,6020,Management & General,Tyrell Corp,Contract milestone,JE-00335
2024-11-11,3277.42,6050,Occupancy,Vandelay Imports,Reimbursement,JE-00282
2024-02-27,1728.62,4010,Donations & Contributions,Massive Dynamic,Vendor payment,JE-00437
2024-05-17,3731.01,6040,Salaries & Wages,Tyrell Corp,Vendor payment,JE-00237
2024-10-07,1533.34,6010,Program Services,Globex Corp,Subscription renewal,JE-00151
2024-07-18,5911.67,4030,Program Service Fees,Soylent Foods,Consulting fee,JE-00492
2024-08-20,5355.0,4030,Program Service Fees,Tyrell Corp,Supplies purchase,JE-00236
2024-05-14,2491.54,6010,Program Services,Soylent Foods,Reimbursement,JE-00466
2024-09-30,2977.02,4010,Donations & Contributions,Umbrella Co,Equipment rental,JE-00211
2024-04-19,9700.0,6040,Salaries & Wages,Wayne Enterprises,Maintenance work,JE-00520
2024-11-04,3616.47,6020,Management & General,Acme Supplies,Maintenance work,JE-00008
2024-07-22,1298.47,6010,Program Services,Initech LLC,Consulting fee,JE-00100
2024-05-17,2471.97,6010,Program Services,Vandelay Imports,Reimbursement,JE-00404
2024-07-16,3373.04,6030,Fundraising,Massive Dynamic,Consulting fee,JE-00345
2024-02-07,1162.46,7010,Bank Fees,Vandelay Imports,Monthly invoice,JE-00085
2024-05-01,1300.0,4020,Grant Revenue,Acme Supplies,Consulting fee,JE-00529
2024-07-03,3094.74,6030,Fundraising,Hooli Inc,Supplies purchase,JE-00247
2024-05-06,874.31,7010,Bank Fees,Globex Corp,Monthly invoice,JE-00396
2024-11-28,3543.6,4010,Donations & Contributions,Tyrell Corp,Subscription renewal,JE-00173
2024-11-18,1575.57,6080,Travel,Hooli Inc,Supplies purchase,JE-00399
2024-01-08,3239.25,6050,Occupancy,Umbrella Co,Reimbursement,JE-00062
2024-10-14,3060.0,6050,Occupancy,Umbrella Co,Service charge,JE-00103
2024-12-09,2218.87,6010,Program Services,Stark Industries,Monthly invoice,JE-00196
2024-02-28,2902.92,6010,Program Services,Soylent Foods,Reimbursement,JE-00058
2024-04-09,2476.38,6060,Office Supplies,Massive Dynamic,Supplies purchase,JE-00202
2024-10-16,4194.07,6070,Professional Fees,Vandelay Imports,Subscription renewal,JE-00392
2024-06-28,2052.44,6010,Program Services,Soylent Foods,Equipment rental,JE-00021
